loss,accuracy,val_loss,val_accuracy
1.9456210136413574,0.45247775316238403,1.0863946676254272,0.709818959236145
1.2577290534973145,0.6334688067436218,0.8670533895492554,0.7438288331031799
1.113430380821228,0.6659891605377197,0.8405424952507019,0.7586396336555481
1.0031659603118896,0.6956058740615845,0.8137457370758057,0.7729018330574036
0.9396959543228149,0.7131242752075195,0.7991409301757812,0.7729018330574036
0.8658977746963501,0.7387727499008179,0.7589061856269836,0.782227098941803
0.8414157032966614,0.744096040725708,0.7545978426933289,0.7811300158500671
0.7823161482810974,0.7567750811576843,0.7419636249542236,0.7942951321601868
0.7683139443397522,0.7682926654815674,0.7254579663276672,0.7975863814353943
0.7393122315406799,0.7657762169837952,0.7450131773948669,0.7981349229812622
0.7145352959632874,0.7781649231910706,0.7167832255363464,0.7953922152519226
0.6864801645278931,0.785617470741272,0.7040072083473206,0.8019747734069824
0.658096432685852,0.7908439636230469,0.7089370489120483,0.8058145642280579
0.6390650272369385,0.8014904856681824,0.7241026163101196,0.7975863814353943
0.6327400803565979,0.8028455376625061,0.7226141095161438,0.8069117069244385
0.5965216755867004,0.8079752326011658,0.7053188681602478,0.8080087900161743
0.5833063721656799,0.8162989020347595,0.7254868149757385,0.8058145642280579
0.5671250820159912,0.8203639388084412,0.7258913516998291,0.8014262318611145
0.5642426013946533,0.817460298538208,0.7560049295425415,0.7882611155509949
0.5626316070556641,0.822009265422821,0.733768880367279,0.8019747734069824
0.5305889844894409,0.8308168649673462,0.7071970701217651,0.8074602484703064
0.5272752046585083,0.8300426006317139,0.7237271070480347,0.8008776903152466
